TOP.62e58e7e.000a4d67	START
TOP.62e6ae3a.000b98c1	user_options->rp_gen_seed	0
TOP.62e6ae3a.000b98c1	user_options->runtime	0
TOP.62e6ae3a.000b98c1	user_options->scrypt_tmto	0
TOP.62e6ae3a.000b98c1	user_options->segment_size	33554432
TOP.62e6ae3a.000b98c1	user_options->self_test_disable	0
TOP.62e6ae3a.000b98c1	user_options->slow_candidates	0
TOP.62e6ae3a.000b98c1	user_options->show	0
TOP.62e6ae3a.000b98c1	user_options->speed_only	0
TOP.62e6ae3a.000b98c1	user_options->spin_damp	0
TOP.62e6ae3a.000b98c1	user_options->status	0
TOP.62e6ae3a.000b98c1	user_options->status_json	0
TOP.62e6ae3a.000b98c1	user_options->status_timer	10
TOP.62e6ae3a.000b98c1	user_options->stdout_flag	0
TOP.62e6ae3a.000b98c1	user_options->usage	0
TOP.62e6ae3a.000b98c1	user_options->username	0
TOP.62e6ae3a.000b98c1	user_options->veracrypt_pim_start	485
TOP.62e6ae3a.000b98c1	user_options->veracrypt_pim_stop	485
TOP.62e6ae3a.000b98c1	user_options->version	0
TOP.62e6ae3a.000b98c1	user_options->workload_profile	2
TOP.62e6ae3a.000b98c1	user_options->brain_client	0
TOP.62e6ae3a.000b98c1	user_options->brain_client_features	2
TOP.62e6ae3a.000b98c1	user_options->brain_server	0
TOP.62e6ae3a.000b98c1	user_options->brain_server_timer	300
TOP.62e6ae3a.000b98c1	user_options->brain_port	6863
TOP.62e6ae3a.000b98c1	user_options->brain_session	0
TOP.62e6ae3a.000b98c1	proc_start	1659285050
TOP.62e6ae3a.000b98c1	proc_stop	1659285050
TOP.62e6ae3a.000b98c1	STOP
TOP.62e6ae58.0002462d	START
TOP.62e6ae58.0002462d	folder_config->cwd	/home/jasur/Public/hashcat-6.2.5
TOP.62e6ae58.0002462d	folder_config->install_dir	/home/jasur/Public/hashcat-6.2.5
TOP.62e6ae58.0002462d	folder_config->profile_dir	/home/jasur/Public/hashcat-6.2.5
TOP.62e6ae58.0002462d	folder_config->session_dir	/home/jasur/Public/hashcat-6.2.5
TOP.62e6ae58.0002462d	folder_config->shared_dir	/home/jasur/Public/hashcat-6.2.5
TOP.62e6ae58.0002462d	user_options->encoding_from	utf-8
TOP.62e6ae58.0002462d	user_options->encoding_to	utf-8
TOP.62e6ae58.0002462d	user_options->rule_buf_l	:
TOP.62e6ae58.0002462d	user_options->rule_buf_r	:
TOP.62e6ae58.0002462d	user_options->session	hashcat
TOP.62e6ae58.0002462d	user_options->separator	:
TOP.62e6ae58.0002462d	user_options->limit	0
TOP.62e6ae58.0002462d	user_options->skip	0
TOP.62e6ae58.0002462d	user_options->attack_mode	3
TOP.62e6ae58.0002462d	user_options->benchmark	0
TOP.62e6ae58.0002462d	user_options->benchmark_all	0
TOP.62e6ae58.0002462d	user_options->bitmap_max	18
TOP.62e6ae58.0002462d	user_options->bitmap_min	16
TOP.62e6ae58.0002462d	user_options->debug_mode	0
TOP.62e6ae58.0002462d	user_options->hash_info	0
TOP.62e6ae58.0002462d	user_options->force	0
TOP.62e6ae58.0002462d	user_options->hwmon_disable	0
TOP.62e6ae58.0002462d	user_options->hwmon_temp_abort	90
TOP.62e6ae58.0002462d	user_options->hash_mode	10
TOP.62e6ae58.0002462d	user_options->hex_charset	0
TOP.62e6ae58.0002462d	user_options->hex_salt	0
TOP.62e6ae58.0002462d	user_options->hex_wordlist	0
TOP.62e6ae58.0002462d	user_options->hook_threads	12
TOP.62e6ae58.0002462d	user_options->identify	0
TOP.62e6ae58.0002462d	user_options->increment	0
TOP.62e6ae58.0002462d	user_options->increment_max	256
TOP.62e6ae58.0002462d	user_options->increment_min	1
TOP.62e6ae58.0002462d	user_options->keep_guessing	0
TOP.62e6ae58.0002462d	user_options->kernel_accel	0
TOP.62e6ae58.0002462d	user_options->kernel_loops	0
TOP.62e6ae58.0002462d	user_options->kernel_threads	0
TOP.62e6ae58.0002462d	user_options->keyspace	0
TOP.62e6ae58.0002462d	user_options->left	0
TOP.62e6ae58.0002462d	user_options->logfile_disable	0
TOP.62e6ae58.0002462d	user_options->loopback	0
TOP.62e6ae58.0002462d	user_options->machine_readable	0
TOP.62e6ae58.0002462d	user_options->markov_classic	0
TOP.62e6ae58.0002462d	user_options->markov_disable	0
TOP.62e6ae58.0002462d	user_options->markov_inverse	0
TOP.62e6ae58.0002462d	user_options->markov_threshold	256
TOP.62e6ae58.0002462d	user_options->multiply_accel_disable	0
TOP.62e6ae58.0002462d	user_options->backend_info	0
TOP.62e6ae58.0002462d	user_options->backend_vector_width	0
TOP.62e6ae58.0002462d	user_options->optimized_kernel_enable	0
TOP.62e6ae58.0002462d	user_options->outfile_autohex	1
TOP.62e6ae58.0002462d	user_options->outfile_check_timer	5
TOP.62e6ae58.0002462d	user_options->outfile_format	3
TOP.62e6ae58.0002462d	user_options->wordlist_autohex_disable	0
TOP.62e6ae58.0002462d	user_options->potfile_disable	0
TOP.62e6ae58.0002462d	user_options->progress_only	0
TOP.62e6ae58.0002462d	user_options->quiet	0
TOP.62e6ae58.0002462d	user_options->remove	0
TOP.62e6ae58.0002462d	user_options->remove_timer	60
TOP.62e6ae58.0002462d	user_options->restore	0
TOP.62e6ae58.0002462d	user_options->restore_disable	0
TOP.62e6ae58.0002462d	user_options->restore_timer	60
TOP.62e6ae58.0002462d	user_options->rp_files_cnt	0
TOP.62e6ae58.0002462d	user_options->rp_gen	0
TOP.62e6ae58.0002462d	user_options->rp_gen_func_max	4
TOP.62e6ae58.0002462d	user_options->rp_gen_func_min	1
TOP.62e6ae58.0002462d	user_options->rp_gen_seed	0
TOP.62e6ae58.0002462d	user_options->runtime	0
TOP.62e6ae58.0002462d	user_options->scrypt_tmto	0
TOP.62e6ae58.0002462d	user_options->segment_size	33554432
TOP.62e6ae58.0002462d	user_options->self_test_disable	0
TOP.62e6ae58.0002462d	user_options->slow_candidates	0
TOP.62e6ae58.0002462d	user_options->show	0
TOP.62e6ae58.0002462d	user_options->speed_only	0
TOP.62e6ae58.0002462d	user_options->spin_damp	0
TOP.62e6ae58.0002462d	user_options->status	0
TOP.62e6ae58.0002462d	user_options->status_json	0
TOP.62e6ae58.0002462d	user_options->status_timer	10
TOP.62e6ae58.0002462d	user_options->stdout_flag	0
TOP.62e6ae58.0002462d	user_options->usage	0
TOP.62e6ae58.0002462d	user_options->username	0
TOP.62e6ae58.0002462d	user_options->veracrypt_pim_start	485
TOP.62e6ae58.0002462d	user_options->veracrypt_pim_stop	485
TOP.62e6ae58.0002462d	user_options->version	0
TOP.62e6ae58.0002462d	user_options->workload_profile	2
TOP.62e6ae58.0002462d	user_options->brain_client	0
TOP.62e6ae58.0002462d	user_options->brain_client_features	2
TOP.62e6ae58.0002462d	user_options->brain_server	0
TOP.62e6ae58.0002462d	user_options->brain_server_timer	300
TOP.62e6ae58.0002462d	user_options->brain_port	6863
TOP.62e6ae58.0002462d	user_options->brain_session	0
TOP.62e6ae58.0002462d	proc_start	1659285080
TOP.62e6ae58.0002462d	proc_stop	1659285080
TOP.62e6ae58.0002462d	STOP
TOP.62e6b361.000056b7	START
TOP.62e6b361.000056b7	folder_config->cwd	/home/jasur/Public/hashcat-6.2.5
TOP.62e6b361.000056b7	folder_config->install_dir	/home/jasur/Public/hashcat-6.2.5
TOP.62e6b361.000056b7	folder_config->profile_dir	/home/jasur/Public/hashcat-6.2.5
TOP.62e6b361.000056b7	folder_config->session_dir	/home/jasur/Public/hashcat-6.2.5
TOP.62e6b361.000056b7	folder_config->shared_dir	/home/jasur/Public/hashcat-6.2.5
TOP.62e6b361.000056b7	user_options->encoding_from	utf-8
TOP.62e6b361.000056b7	user_options->encoding_to	utf-8
TOP.62e6b361.000056b7	user_options->rule_buf_l	:
TOP.62e6b361.000056b7	user_options->rule_buf_r	:
TOP.62e6b361.000056b7	user_options->session	hashcat
TOP.62e6b361.000056b7	user_options->separator	:
TOP.62e6b361.000056b7	user_options->limit	0
TOP.62e6b361.000056b7	user_options->skip	0
TOP.62e6b361.000056b7	user_options->attack_mode	3
TOP.62e6b361.000056b7	user_options->benchmark	0
TOP.62e6b361.000056b7	user_options->benchmark_all	0
TOP.62e6b361.000056b7	user_options->bitmap_max	18
TOP.62e6b361.000056b7	user_options->bitmap_min	16
TOP.62e6b361.000056b7	user_options->debug_mode	0
TOP.62e6b361.000056b7	user_options->hash_info	0
TOP.62e6b361.000056b7	user_options->force	0
TOP.62e6b361.000056b7	user_options->hwmon_disable	0
TOP.62e6b361.000056b7	user_options->hwmon_temp_abort	90
TOP.62e6b361.000056b7	user_options->hash_mode	10
TOP.62e6b361.000056b7	user_options->hex_charset	0
TOP.62e6b361.000056b7	user_options->hex_salt	0
TOP.62e6b361.000056b7	user_options->hex_wordlist	0
TOP.62e6b361.000056b7	user_options->hook_threads	12
TOP.62e6b361.000056b7	user_options->identify	0
TOP.62e6b361.000056b7	user_options->increment	0
TOP.62e6b361.000056b7	user_options->increment_max	256
TOP.62e6b361.000056b7	user_options->increment_min	1
TOP.62e6b361.000056b7	user_options->keep_guessing	0
TOP.62e6b361.000056b7	user_options->kernel_accel	0
TOP.62e6b361.000056b7	user_options->kernel_loops	0
TOP.62e6b361.000056b7	user_options->kernel_threads	0
TOP.62e6b361.000056b7	user_options->keyspace	0
TOP.62e6b361.000056b7	user_options->left	0
TOP.62e6b361.000056b7	user_options->logfile_disable	0
TOP.62e6b361.000056b7	user_options->loopback	0
TOP.62e6b361.000056b7	user_options->machine_readable	0
TOP.62e6b361.000056b7	user_options->markov_classic	0
TOP.62e6b361.000056b7	user_options->markov_disable	0
TOP.62e6b361.000056b7	user_options->markov_inverse	0
TOP.62e6b361.000056b7	user_options->markov_threshold	256
TOP.62e6b361.000056b7	user_options->multiply_accel_disable	0
TOP.62e6b361.000056b7	user_options->backend_info	0
TOP.62e6b361.000056b7	user_options->backend_vector_width	0
TOP.62e6b361.000056b7	user_options->optimized_kernel_enable	0
TOP.62e6b361.000056b7	user_options->outfile_autohex	1
TOP.62e6b361.000056b7	user_options->outfile_check_timer	5
TOP.62e6b361.000056b7	user_options->outfile_format	3
TOP.62e6b361.000056b7	user_options->wordlist_autohex_disable	0
TOP.62e6b361.000056b7	user_options->potfile_disable	0
TOP.62e6b361.000056b7	user_options->progress_only	0
TOP.62e6b361.000056b7	user_options->quiet	0
TOP.62e6b361.000056b7	user_options->remove	0
TOP.62e6b361.000056b7	user_options->remove_timer	60
TOP.62e6b361.000056b7	user_options->restore	0
TOP.62e6b361.000056b7	user_options->restore_disable	0
TOP.62e6b361.000056b7	user_options->restore_timer	60
TOP.62e6b361.000056b7	user_options->rp_files_cnt	0
TOP.62e6b361.000056b7	user_options->rp_gen	0
TOP.62e6b361.000056b7	user_options->rp_gen_func_max	4
TOP.62e6b361.000056b7	user_options->rp_gen_func_min	1
TOP.62e6b361.000056b7	user_options->rp_gen_seed	0
TOP.62e6b361.000056b7	user_options->runtime	0
TOP.62e6b361.000056b7	user_options->scrypt_tmto	0
TOP.62e6b361.000056b7	user_options->segment_size	33554432
TOP.62e6b361.000056b7	user_options->self_test_disable	0
TOP.62e6b361.000056b7	user_options->slow_candidates	0
TOP.62e6b361.000056b7	user_options->show	0
TOP.62e6b361.000056b7	user_options->speed_only	0
TOP.62e6b361.000056b7	user_options->spin_damp	0
TOP.62e6b361.000056b7	user_options->status	0
TOP.62e6b361.000056b7	user_options->status_json	0
TOP.62e6b361.000056b7	user_options->status_timer	10
TOP.62e6b361.000056b7	user_options->stdout_flag	0
TOP.62e6b361.000056b7	user_options->usage	0
TOP.62e6b361.000056b7	user_options->username	0
TOP.62e6b361.000056b7	user_options->veracrypt_pim_start	485
TOP.62e6b361.000056b7	user_options->veracrypt_pim_stop	485
TOP.62e6b361.000056b7	user_options->version	0
TOP.62e6b361.000056b7	user_options->workload_profile	2
TOP.62e6b361.000056b7	user_options->brain_client	0
TOP.62e6b361.000056b7	user_options->brain_client_features	2
TOP.62e6b361.000056b7	user_options->brain_server	0
TOP.62e6b361.000056b7	user_options->brain_server_timer	300
TOP.62e6b361.000056b7	user_options->brain_port	6863
TOP.62e6b361.000056b7	user_options->brain_session	0
TOP.62e6b361.000056b7	hashes->hashlist_mode	2
TOP.62e6b361.000056b7	hashes->hashlist_format	0
TOP.62e6b361.000056b7	hashes->hashes_cnt	0
TOP.62e6b361.000056b7	hashes->digests_cnt	1
TOP.62e6b361.000056b7	hashes->digests_done	0
TOP.62e6b361.000056b7	hashes->salts_cnt	1
TOP.62e6b361.000056b7	hashes->salts_done	0
TOP.62e6b361.000056b7	SUB.62e6b364.0004fc12	START
TOP.62e6b361.000056b7	SUB.62e6b364.0004fc12	mask_ctx->mask	7050461
TOP.62e6b361.000056b7	SUB.62e6b364.0004fc12	runtime_start	1659286373
TOP.62e6b361.000056b7	SUB.62e6b364.0004fc12	runtime_stop	1659286373
TOP.62e6b361.000056b7	SUB.62e6b364.0004fc12	status-after-work	5
TOP.62e6b361.000056b7	SUB.62e6b364.0004fc12	STOP
TOP.62e6b361.000056b7	proc_start	1659286369
TOP.62e6b361.000056b7	proc_stop	1659286375
TOP.62e6b361.000056b7	STOP
TOP.62e6b386.00056c31	START
TOP.62e6b386.00056c31	folder_config->cwd	/home/jasur/Public/hashcat-6.2.5
TOP.62e6b386.00056c31	folder_config->install_dir	/home/jasur/Public/hashcat-6.2.5
TOP.62e6b386.00056c31	folder_config->profile_dir	/home/jasur/Public/hashcat-6.2.5
TOP.62e6b386.00056c31	folder_config->session_dir	/home/jasur/Public/hashcat-6.2.5
TOP.62e6b386.00056c31	folder_config->shared_dir	/home/jasur/Public/hashcat-6.2.5
TOP.62e6b386.00056c31	user_options->encoding_from	utf-8
TOP.62e6b386.00056c31	user_options->encoding_to	utf-8
TOP.62e6b386.00056c31	user_options->rule_buf_l	:
TOP.62e6b386.00056c31	user_options->rule_buf_r	:
TOP.62e6b386.00056c31	user_options->session	hashcat
TOP.62e6b386.00056c31	user_options->separator	:
TOP.62e6b386.00056c31	user_options->limit	0
TOP.62e6b386.00056c31	user_options->skip	0
TOP.62e6b386.00056c31	user_options->attack_mode	3
TOP.62e6b386.00056c31	user_options->benchmark	0
TOP.62e6b386.00056c31	user_options->benchmark_all	0
TOP.62e6b386.00056c31	user_options->bitmap_max	18
TOP.62e6b386.00056c31	user_options->bitmap_min	16
TOP.62e6b386.00056c31	user_options->debug_mode	0
TOP.62e6b386.00056c31	user_options->hash_info	0
TOP.62e6b386.00056c31	user_options->force	0
TOP.62e6b386.00056c31	user_options->hwmon_disable	0
TOP.62e6b386.00056c31	user_options->hwmon_temp_abort	90
TOP.62e6b386.00056c31	user_options->hash_mode	10
TOP.62e6b386.00056c31	user_options->hex_charset	0
TOP.62e6b386.00056c31	user_options->hex_salt	0
TOP.62e6b386.00056c31	user_options->hex_wordlist	0
TOP.62e6b386.00056c31	user_options->hook_threads	12
TOP.62e6b386.00056c31	user_options->identify	0
TOP.62e6b386.00056c31	user_options->increment	0
TOP.62e6b386.00056c31	user_options->increment_max	256
TOP.62e6b386.00056c31	user_options->increment_min	1
TOP.62e6b386.00056c31	user_options->keep_guessing	0
TOP.62e6b386.00056c31	user_options->kernel_accel	0
TOP.62e6b386.00056c31	user_options->kernel_loops	0
TOP.62e6b386.00056c31	user_options->kernel_threads	0
TOP.62e6b386.00056c31	user_options->keyspace	0
TOP.62e6b386.00056c31	user_options->left	0
TOP.62e6b386.00056c31	user_options->logfile_disable	0
TOP.62e6b386.00056c31	user_options->loopback	0
TOP.62e6b386.00056c31	user_options->machine_readable	0
TOP.62e6b386.00056c31	user_options->markov_classic	0
TOP.62e6b386.00056c31	user_options->markov_disable	0
TOP.62e6b386.00056c31	user_options->markov_inverse	0
TOP.62e6b386.00056c31	user_options->markov_threshold	256
TOP.62e6b386.00056c31	user_options->multiply_accel_disable	0
TOP.62e6b386.00056c31	user_options->backend_info	0
TOP.62e6b386.00056c31	user_options->backend_vector_width	0
TOP.62e6b386.00056c31	user_options->optimized_kernel_enable	0
TOP.62e6b386.00056c31	user_options->outfile_autohex	1
TOP.62e6b386.00056c31	user_options->outfile_check_timer	5
TOP.62e6b386.00056c31	user_options->outfile_format	3
TOP.62e6b386.00056c31	user_options->wordlist_autohex_disable	0
TOP.62e6b386.00056c31	user_options->potfile_disable	0
TOP.62e6b386.00056c31	user_options->progress_only	0
TOP.62e6b386.00056c31	user_options->quiet	0
TOP.62e6b386.00056c31	user_options->remove	0
TOP.62e6b386.00056c31	user_options->remove_timer	60
TOP.62e6b386.00056c31	user_options->restore	0
TOP.62e6b386.00056c31	user_options->restore_disable	0
TOP.62e6b386.00056c31	user_options->restore_timer	60
TOP.62e6b386.00056c31	user_options->rp_files_cnt	0
TOP.62e6b386.00056c31	user_options->rp_gen	0
TOP.62e6b386.00056c31	user_options->rp_gen_func_max	4
TOP.62e6b386.00056c31	user_options->rp_gen_func_min	1
TOP.62e6b386.00056c31	user_options->rp_gen_seed	0
TOP.62e6b386.00056c31	user_options->runtime	0
TOP.62e6b386.00056c31	user_options->scrypt_tmto	0
TOP.62e6b386.00056c31	user_options->segment_size	33554432
TOP.62e6b386.00056c31	user_options->self_test_disable	0
TOP.62e6b386.00056c31	user_options->slow_candidates	0
TOP.62e6b386.00056c31	user_options->show	0
TOP.62e6b386.00056c31	user_options->speed_only	0
TOP.62e6b386.00056c31	user_options->spin_damp	0
TOP.62e6b386.00056c31	user_options->status	0
TOP.62e6b386.00056c31	user_options->status_json	0
TOP.62e6b386.00056c31	user_options->status_timer	10
TOP.62e6b386.00056c31	user_options->stdout_flag	0
TOP.62e6b386.00056c31	user_options->usage	0
TOP.62e6b386.00056c31	user_options->username	0
TOP.62e6b386.00056c31	user_options->veracrypt_pim_start	485
TOP.62e6b386.00056c31	user_options->veracrypt_pim_stop	485
TOP.62e6b386.00056c31	user_options->version	0
TOP.62e6b386.00056c31	user_options->workload_profile	2
TOP.62e6b386.00056c31	user_options->brain_client	0
TOP.62e6b386.00056c31	user_options->brain_client_features	2
TOP.62e6b386.00056c31	user_options->brain_server	0
TOP.62e6b386.00056c31	user_options->brain_server_timer	300
TOP.62e6b386.00056c31	user_options->brain_port	6863
TOP.62e6b386.00056c31	user_options->brain_session	0
TOP.62e6b386.00056c31	hashes->hashlist_mode	2
TOP.62e6b386.00056c31	hashes->hashlist_format	0
TOP.62e6b386.00056c31	hashes->hashes_cnt	0
TOP.62e6b386.00056c31	hashes->digests_cnt	1
TOP.62e6b386.00056c31	hashes->digests_done	0
TOP.62e6b386.00056c31	hashes->salts_cnt	1
TOP.62e6b386.00056c31	hashes->salts_done	0
TOP.62e6b386.00056c31	SUB.62e6b387.0005272d	START
TOP.62e6b386.00056c31	SUB.62e6b387.0005272d	mask_ctx->mask	?d?d?d?d?d?d?d?d?d?d?d
TOP.62e6b3c7.00096a74	START
TOP.62e6b3c7.00096a74	folder_config->cwd	/home/jasur/Public/hashcat-6.2.5
TOP.62e6b3c7.00096a74	folder_config->install_dir	/home/jasur/Public/hashcat-6.2.5
TOP.62e6b3c7.00096a74	folder_config->profile_dir	/home/jasur/Public/hashcat-6.2.5
TOP.62e6b3c7.00096a74	folder_config->session_dir	/home/jasur/Public/hashcat-6.2.5
TOP.62e6b3c7.00096a74	folder_config->shared_dir	/home/jasur/Public/hashcat-6.2.5
TOP.62e6b3c7.00096a74	user_options->encoding_from	utf-8
TOP.62e6b3c7.00096a74	user_options->encoding_to	utf-8
TOP.62e6b3c7.00096a74	user_options->rule_buf_l	:
TOP.62e6b3c7.00096a74	user_options->rule_buf_r	:
TOP.62e6b3c7.00096a74	user_options->session	hashcat
TOP.62e6b3c7.00096a74	user_options->separator	:
TOP.62e6b3c7.00096a74	user_options->limit	0
TOP.62e6b3c7.00096a74	user_options->skip	0
TOP.62e6b3c7.00096a74	user_options->attack_mode	3
TOP.62e6b3c7.00096a74	user_options->benchmark	0
TOP.62e6b3c7.00096a74	user_options->benchmark_all	0
TOP.62e6b3c7.00096a74	user_options->bitmap_max	18
TOP.62e6b3c7.00096a74	user_options->bitmap_min	16
TOP.62e6b3c7.00096a74	user_options->debug_mode	0
TOP.62e6b3c7.00096a74	user_options->hash_info	0
TOP.62e6b3c7.00096a74	user_options->force	0
TOP.62e6b3c7.00096a74	user_options->hwmon_disable	0
TOP.62e6b3c7.00096a74	user_options->hwmon_temp_abort	90
TOP.62e6b3c7.00096a74	user_options->hash_mode	10
TOP.62e6b3c7.00096a74	user_options->hex_charset	0
TOP.62e6b3c7.00096a74	user_options->hex_salt	0
TOP.62e6b3c7.00096a74	user_options->hex_wordlist	0
TOP.62e6b3c7.00096a74	user_options->hook_threads	12
TOP.62e6b3c7.00096a74	user_options->identify	0
TOP.62e6b3c7.00096a74	user_options->increment	0
TOP.62e6b3c7.00096a74	user_options->increment_max	256
TOP.62e6b3c7.00096a74	user_options->increment_min	1
TOP.62e6b3c7.00096a74	user_options->keep_guessing	0
TOP.62e6b3c7.00096a74	user_options->kernel_accel	0
TOP.62e6b3c7.00096a74	user_options->kernel_loops	0
TOP.62e6b3c7.00096a74	user_options->kernel_threads	0
TOP.62e6b3c7.00096a74	user_options->keyspace	0
TOP.62e6b3c7.00096a74	user_options->left	0
TOP.62e6b3c7.00096a74	user_options->logfile_disable	0
TOP.62e6b3c7.00096a74	user_options->loopback	0
TOP.62e6b3c7.00096a74	user_options->machine_readable	0
TOP.62e6b3c7.00096a74	user_options->markov_classic	0
TOP.62e6b3c7.00096a74	user_options->markov_disable	0
TOP.62e6b3c7.00096a74	user_options->markov_inverse	0
TOP.62e6b3c7.00096a74	user_options->markov_threshold	256
TOP.62e6b3c7.00096a74	user_options->multiply_accel_disable	0
TOP.62e6b3c7.00096a74	user_options->backend_info	0
TOP.62e6b3c7.00096a74	user_options->backend_vector_width	0
TOP.62e6b3c7.00096a74	user_options->optimized_kernel_enable	0
TOP.62e6b3c7.00096a74	user_options->outfile_autohex	1
TOP.62e6b3c7.00096a74	user_options->outfile_check_timer	5
TOP.62e6b3c7.00096a74	user_options->outfile_format	3
TOP.62e6b3c7.00096a74	user_options->wordlist_autohex_disable	0
TOP.62e6b3c7.00096a74	user_options->potfile_disable	0
TOP.62e6b3c7.00096a74	user_options->progress_only	0
TOP.62e6b3c7.00096a74	user_options->quiet	0
TOP.62e6b3c7.00096a74	user_options->remove	0
TOP.62e6b3c7.00096a74	user_options->remove_timer	60
TOP.62e6b3c7.00096a74	user_options->restore	0
TOP.62e6b3c7.00096a74	user_options->restore_disable	0
TOP.62e6b3c7.00096a74	user_options->restore_timer	60
TOP.62e6b3c7.00096a74	user_options->rp_files_cnt	0
TOP.62e6b3c7.00096a74	user_options->rp_gen	0
TOP.62e6b3c7.00096a74	user_options->rp_gen_func_max	4
TOP.62e6b3c7.00096a74	user_options->rp_gen_func_min	1
TOP.62e6b3c7.00096a74	user_options->rp_gen_seed	0
TOP.62e6b3c7.00096a74	user_options->runtime	0
TOP.62e6b3c7.00096a74	user_options->scrypt_tmto	0
TOP.62e6b3c7.00096a74	user_options->segment_size	33554432
TOP.62e6b3c7.00096a74	user_options->self_test_disable	0
TOP.62e6b3c7.00096a74	user_options->slow_candidates	0
TOP.62e6b3c7.00096a74	user_options->show	0
TOP.62e6b3c7.00096a74	user_options->speed_only	0
TOP.62e6b3c7.00096a74	user_options->spin_damp	0
TOP.62e6b3c7.00096a74	user_options->status	0
TOP.62e6b3c7.00096a74	user_options->status_json	0
TOP.62e6b3c7.00096a74	user_options->status_timer	10
TOP.62e6b3c7.00096a74	user_options->stdout_flag	0
TOP.62e6b3c7.00096a74	user_options->usage	0
TOP.62e6b3c7.00096a74	user_options->username	0
TOP.62e6b3c7.00096a74	user_options->veracrypt_pim_start	485
TOP.62e6b3c7.00096a74	user_options->veracrypt_pim_stop	485
TOP.62e6b3c7.00096a74	user_options->version	0
TOP.62e6b3c7.00096a74	user_options->workload_profile	2
TOP.62e6b3c7.00096a74	user_options->brain_client	0
TOP.62e6b3c7.00096a74	user_options->brain_client_features	2
TOP.62e6b3c7.00096a74	user_options->brain_server	0
TOP.62e6b3c7.00096a74	user_options->brain_server_timer	300
TOP.62e6b3c7.00096a74	user_options->brain_port	6863
TOP.62e6b3c7.00096a74	user_options->brain_session	0
TOP.62e6b3c7.00096a74	hashes->hashlist_mode	2
TOP.62e6b3c7.00096a74	hashes->hashlist_format	0
TOP.62e6b3c7.00096a74	hashes->hashes_cnt	0
TOP.62e6b3c7.00096a74	hashes->digests_cnt	1
TOP.62e6b3c7.00096a74	hashes->digests_done	0
TOP.62e6b3c7.00096a74	hashes->salts_cnt	1
TOP.62e6b3c7.00096a74	hashes->salts_done	0
TOP.62e6b3c7.00096a74	SUB.62e6b3c8.0008ce78	START
TOP.62e6b3c7.00096a74	SUB.62e6b3c8.0008ce78	mask_ctx->mask	?d?d?d?d?d?d?d?d?d?d?d
TOP.62e6b3c7.00096a74	SUB.62e6b3c8.0008ce78	runtime_start	1659286473
TOP.62e6b3c7.00096a74	SUB.62e6b3c8.0008ce78	runtime_stop	1659286502
TOP.62e6b3c7.00096a74	SUB.62e6b3c8.0008ce78	status-after-work	5
TOP.62e6b3c7.00096a74	SUB.62e6b3c8.0008ce78	STOP
TOP.62e6b3c7.00096a74	proc_start	1659286471
TOP.62e6b3c7.00096a74	proc_stop	1659286502
TOP.62e6b3c7.00096a74	STOP
TOP.62e6b4f3.00052a0a	START
TOP.62e6b4f3.00052a0a	folder_config->cwd	/home/jasur/Public/hashcat-6.2.5
TOP.62e6b4f3.00052a0a	folder_config->install_dir	/home/jasur/Public/hashcat-6.2.5
TOP.62e6b4f3.00052a0a	folder_config->profile_dir	/home/jasur/Public/hashcat-6.2.5
TOP.62e6b4f3.00052a0a	folder_config->session_dir	/home/jasur/Public/hashcat-6.2.5
TOP.62e6b4f3.00052a0a	folder_config->shared_dir	/home/jasur/Public/hashcat-6.2.5
TOP.62e6b4f3.00052a0a	user_options->encoding_from	utf-8
TOP.62e6b4f3.00052a0a	user_options->encoding_to	utf-8
TOP.62e6b4f3.00052a0a	user_options->rule_buf_l	:
TOP.62e6b4f3.00052a0a	user_options->rule_buf_r	:
TOP.62e6b4f3.00052a0a	user_options->session	hashcat
TOP.62e6b4f3.00052a0a	user_options->separator	:
TOP.62e6b4f3.00052a0a	user_options->limit	0
TOP.62e6b4f3.00052a0a	user_options->skip	0
TOP.62e6b4f3.00052a0a	user_options->attack_mode	3
TOP.62e6b4f3.00052a0a	user_options->benchmark	0
TOP.62e6b4f3.00052a0a	user_options->benchmark_all	0
TOP.62e6b4f3.00052a0a	user_options->bitmap_max	18
TOP.62e6b4f3.00052a0a	user_options->bitmap_min	16
TOP.62e6b4f3.00052a0a	user_options->debug_mode	0
TOP.62e6b4f3.00052a0a	user_options->hash_info	0
TOP.62e6b4f3.00052a0a	user_options->force	0
TOP.62e6b4f3.00052a0a	user_options->hwmon_disable	0
TOP.62e6b4f3.00052a0a	user_options->hwmon_temp_abort	90
TOP.62e6b4f3.00052a0a	user_options->hash_mode	20
TOP.62e6b4f3.00052a0a	user_options->hex_charset	0
TOP.62e6b4f3.00052a0a	user_options->hex_salt	0
TOP.62e6b4f3.00052a0a	user_options->hex_wordlist	0
TOP.62e6b4f3.00052a0a	user_options->hook_threads	12
TOP.62e6b4f3.00052a0a	user_options->identify	0
TOP.62e6b4f3.00052a0a	user_options->increment	0
TOP.62e6b4f3.00052a0a	user_options->increment_max	256
TOP.62e6b4f3.00052a0a	user_options->increment_min	1
TOP.62e6b4f3.00052a0a	user_options->keep_guessing	0
TOP.62e6b4f3.00052a0a	user_options->kernel_accel	0
TOP.62e6b4f3.00052a0a	user_options->kernel_loops	0
TOP.62e6b4f3.00052a0a	user_options->kernel_threads	0
